running,avg_speed,avg_size,avg_energy,avg_age,avg_vision,trees,entities,avg_apples
True,5.0,6.0,78.40000000000133,3.599999999999994,75.0,50,50,1.0
True,5.0,6.0,78.30000000000118,3.6166666666666556,75.0,50,50,1.0
True,5.0,6.0,78.2000000000012,3.6333333333333253,75.0,50,50,1.0
True,5.0,6.0,78.10000000000126,3.649999999999996,75.0,50,50,1.0
True,5.0,6.0,78.00000000000132,3.6666666666666576,75.0,50,50,1.0
True,5.0,6.0,77.90000000000134,3.6833333333333282,75.0,50,50,1.0
True,5.0,6.0,77.8000000000012,3.699999999999989,75.0,50,50,1.0
True,5.0,6.0,77.70000000000121,3.7166666666666606,75.0,50,50,1.0
True,5.0,6.0,77.60000000000127,3.7333333333333223,75.0,50,50,1.0
True,5.0,6.0,77.50000000000134,3.7499999999999925,75.0,50,50,1.0
True,5.0,6.0,77.40000000000134,3.7666666666666537,75.0,50,50,1.0
True,5.0,6.0,77.3000000000012,3.783333333333329,75.0,50,50,1.0
True,5.0,6.0,77.20000000000122,3.7999999999999905,75.0,50,50,1.0
True,5.0,6.0,77.10000000000129,3.8166666666666607,75.0,50,50,1.0
True,5.0,6.0,77.00000000000135,3.8333333333333224,75.0,50,50,1.0
True,5.0,6.0,76.90000000000137,3.849999999999994,75.0,50,50,1.0
True,5.0,6.0,76.80000000000122,3.8666666666666547,75.0,50,50,1.0
True,5.0,6.0,76.70000000000127,3.8833333333333253,75.0,50,50,1.0
True,5.0,6.0,76.60000000000129,3.899999999999986,75.0,50,50,1.0
True,5.0,6.0,76.50000000000135,3.9166666666666576,75.0,50,50,1.0
True,5.0,6.0,76.40000000000141,3.9333333333333282,75.0,50,50,1.0
True,5.0,6.0,76.30000000000143,3.949999999999989,75.0,50,50,1.0
True,5.0,6.0,76.2000000000013,3.96666666666666,75.0,50,50,1.0
True,5.0,6.0,76.1000000000013,3.983333333333322,75.0,50,50,1.0
